,VEHV:Iseg/can0/crate00/ma08/ch00.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch01.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch02.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch03.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch04.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch05.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch06.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch07.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch00.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch01.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch02.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch03.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch04.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch05.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch06.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch07.Actual.IMeas,
,VEHV:Iseg/can0/crate00/ma08/ch00.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch01.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch02.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch03.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch04.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch05.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch06.Actual.IMeas,VEHV:Iseg/can0/crate00/ma08/ch07.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch00.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch01.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch02.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch03.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch04.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch05.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch06.Actual.IMeas,VEHV:Iseg/can0/crate00/ma09/ch07.Actual.IMeas,
2013/02/21 08:17:34.000,,,,,,,,,0.0048199999146163,0.0042200000025332,,,0.0044599999673665,,,0.0056099998764694,
2013/02/21 08:17:36.000,,,,,,,,,0.0059500001370907,0.0068899998441338,0.0047800000756979,0.0060800001956522,0.0049600000493228,0.0060999998822808,0.0061300001107156,0.0053199999965727,
2013/02/21 08:17:38.000,,,,,,,,,0.0058800000697374,0.0071600000374019,0.0052999998442829,0.0059299999848008,0.0055300001986325,0.0064300000667572,0.0065899998880923,0.0058100000023842,
2013/02/21 08:17:40.000,,,,,,,,,0.0063399998471141,0.0075199999846518,0.005559999961406,0.0059699998237193,0.0060000000521541,0.0065700002014637,0.006529999896884,0.0058499998413026,
2013/02/21 08:17:42.000,,,,,,,,,0.0066800001077354,0.0076100002042949,0.0053500002250075,0.0058100000023842,0.0057500000111759,0.0066800001077354,0.0065700002014637,0.0059500001370907,
2013/02/21 08:17:44.000,,,,,,,,,0.006699999794364,0.0077599999494851,0.0056900000199676,0.0056300000287592,0.0059699998237193,0.0068899998441338,0.0066900001838803,,
2013/02/21 08:17:46.000,,,,,,,,,0.0065799998119474,0.0078699998557568,0.0057399999350309,0.0067900000140071,0.0064199999906123,0.0070799998939037,0.0072099999524653,0.0062099997885525,
2013/02/21 08:17:48.000,,,,,,,,,0.0068199997767806,0.0079500004649162,0.0059699998237193,0.0070899999700487,0.0062299999408424,0.0070500001311302,0.0070199999026954,0.0062699997797608,
2013/02/21 08:17:50.000,,,,,,,,,0.0065600001253188,0.0078699998557568,0.0057000000961125,0.0060899998061359,0.0058900001458824,0.0069900001399219,0.0071700001135469,0.0061099999584258,
